"State","Account.Length","Area.Code","Phone","date_naissance"
"IA",42,415,"348-1528","8/9/1983"
"IN",86,415,"365-5039","8/1/1976"
"NJ",131,415,"411-1810","8/21/1989"
"FL",55,510,"364-7644","7/29/1901"
"MT",74,415,"335-9066","7/7/1983"
"ND",81,408,"362-7581","8/4/1983"
"MI",81,408,"346-1095","8/27/1977"
"MT",28,415,"357-9136","7/5/1981"
"AL",111,510,"390-7863","8/26/1950"
"NV",3,510,"344-2416","8/11/1949"
"MI",51,415,"373-1448","9/13/1991"
"FL",68,415,"360-7076","9/30/1918"
"NY",163,408,"413-2241","9/2/1976"
"KS",87,510,"343-3961","9/17/1967"
"NC",58,510,"375-4107","7/9/1921"
"MN",109,408,"414-7410","9/8/1970"
"RI",111,415,"351-2535","8/9/1984"
"UT",144,415,"416-9615","8/8/1995"
"OR",135,415,"377-1293","9/3/1977"
"SC",109,415,"388-6479","9/28/1983"
"IL",107,415,"390-2755","7/5/1955"
"OH",149,408,"340-5930","8/26/1969"
"MA",56,510,"401-3622","8/17/1981"
"OR",129,408,"382-1104","9/26/1958"
"CA",92,408,"355-9324","8/27/1948"
"WV",67,415,"393-4843","8/30/1962"
"VT",120,415,"401-4052","8/3/1988"
"ID",166,415,"385-1830","8/11/1937"
"OR",66,408,"348-7409","9/7/1964"
"GA",76,408,"361-4910","8/29/1924"
"ME",79,415,"415-6578","9/4/1991"
"HI",98,415,"395-5015","8/12/1939"
"AZ",141,510,"369-6012","9/24/1992"
"UT",49,415,"394-4520","9/24/1919"
"IA",46,510,"380-5873","9/19/1981"
"CT",137,415,"372-5384","7/28/1991"
"WA",171,408,"419-1863","8/16/1932"
"VA",10,415,"352-5697","8/31/1922"
"CO",88,510,"373-4274","9/20/1978"
"LA",89,415,"382-4024","9/7/1979"
"TX",82,415,"395-9215","9/18/1995"
"SD",139,510,"331-9149","9/14/1964"
"VA",87,415,"347-3958","7/27/1953"
"NY",137,415,"389-2540","7/31/1966"
"WA",45,510,"399-3083","9/13/1964"
"WI",90,415,"420-8308","9/27/1990"
"TN",103,415,"384-7724","9/20/1986"
"CT",100,415,"389-2114","9/17/1990"
"WA",110,510,"335-4414","8/15/1993"
"NH",124,415,"370-5361","7/6/1982"
"MT",10,510,"374-5965","8/25/1988"
"NE",89,415,"420-6414","7/31/1991"
"WA",121,408,"392-2708","9/1/1954"
"WI",101,415,"352-7234","7/3/1954"
"AR",103,415,"337-9878","7/6/1923"
"WI",51,408,"350-7288","8/29/1951"
"DE",2,415,"415-8448","8/9/1969"
"NH",111,510,"392-6331","9/5/1914"
"VA",118,415,"392-3315","9/30/1899"
"TN",17,510,"382-5401","9/6/1986"
"VA",130,408,"389-7012","9/18/1969"
"ID",193,415,"411-4714","9/15/1987"
"TN",114,510,"343-3846","9/16/1970"
"AZ",137,415,"370-4395","9/18/1974"
"MT",185,408,"422-4394","9/14/1990"
"OK",101,408,"405-1780","8/2/1987"
"ID",95,415,"393-2220","9/3/1995"
"NV",7,408,"355-8299","9/25/1974"
"KS",126,408,"379-8681","9/13/1990"
"WY",71,415,"409-7034","9/10/1985"
"MS",124,415,"358-1922","8/16/1963"
"WY",97,510,"346-1629","7/28/1988"
"TX",28,415,"347-1870","8/15/1991"
"WA",90,415,"374-9576","9/28/1990"
"HI",190,408,"380-1096","8/31/1963"
"IL",31,415,"396-5790","9/5/1917"
"AK",52,415,"356-5244","8/27/1918"
"MD",73,510,"341-1412","9/2/1981"
"MA",111,415,"387-7371","9/18/1990"
"SD",98,415,"392-2555","9/10/1948"
"PA",106,408,"403-9167","9/26/1923"
"NC",111,408,"338-6550","8/12/1948"
"VT",59,408,"357-5801","8/22/1914"
"KY",71,510,"403-1953","9/3/1977"
"WA",55,408,"357-6039","9/26/1986"
"LA",13,415,"388-9653","9/3/1905"
"WA",136,415,"359-2915","8/30/1949"
"ME",123,408,"381-4562","9/3/1964"
"WI",105,408,"406-2213","9/21/1937"
"TX",50,408,"330-6436","9/19/1993"
"IA",118,415,"332-4289","9/22/1939"
"AZ",97,408,"386-3596","9/25/1893"
"ND",51,510,"337-3740","9/13/1984"
"VT",73,415,"414-1496","8/19/1984"
"HI",35,415,"349-7291","8/11/1930"
"WY",64,415,"385-1985","8/26/1994"
"WV",63,510,"329-7102","9/8/1911"
"OK",117,415,"394-2553","8/25/1992"
"CT",115,415,"339-1330","8/9/1954"
"UT",162,408,"398-1959","8/9/1932"
"NY",89,415,"408-7015","9/19/1944"
"VA",94,415,"384-9254","9/27/1947"
"VT",129,408,"355-9475","9/6/1962"
"SD",86,415,"334-1337","9/13/1979"
"PA",96,510,"359-1441","8/30/1971"
"ND",190,415,"391-5442","9/25/1970"
"CT",80,408,"374-1551","9/14/1986"
"SC",108,415,"399-6233","9/24/1992"
"MI",97,408,"337-4749","9/10/1962"
"VT",84,415,"403-5552","7/4/1969"
"OH",65,415,"405-3097","7/29/1970"
"VT",131,415,"364-9240","8/12/1990"
"IL",58,415,"404-9348","8/31/1963"
"MO",36,415,"336-1462","8/21/1993"
"WI",54,415,"364-8981","9/30/1920"
"NJ",45,510,"412-7606","9/1/1944"
"GA",125,415,"380-6342","7/3/1993"
"VT",72,415,"418-3017","8/25/1898"
"CT",141,408,"367-3648","7/6/1979"
"AZ",113,510,"341-5892","9/25/1983"
"SD",20,415,"334-4678","9/24/1972"
"CT",212,415,"366-6751","9/9/1961"
"IN",99,415,"397-8512","9/1/1948"
"OH",94,510,"367-9495","9/24/1929"
"NY",40,510,"379-2991","9/17/1953"
"NE",86,510,"356-4832","9/29/1902"
"OK",101,415,"413-4040","7/29/1974"
"NC",170,415,"366-4444","7/7/1977"
"HI",105,510,"394-3806","8/26/1981"
"UT",103,415,"368-5647","9/3/1965"
"MD",140,415,"412-1076","9/3/1993"
"VT",101,510,"413-7655","9/10/1989"
"TX",98,408,"371-2316","8/6/1944"
"AZ",104,408,"420-3346","9/27/1973"
"VA",115,415,"367-3971","9/30/1990"
"WI",112,408,"417-5813","9/28/1907"
"NE",70,415,"421-8535","9/27/1910"
"KY",126,510,"375-1721","7/30/1935"
"NV",87,510,"331-8484","8/13/1968"
"MT",125,510,"366-5829","8/1/1989"
"MO",86,415,"367-7906","8/13/1950"
"MS",73,415,"412-2520","8/16/1976"
"NM",232,408,"386-9177","9/25/1949"
"NJ",1,415,"420-6780","8/13/1982"
"NH",133,408,"401-1454","8/11/1975"
"NC",103,510,"379-2508","8/11/1966"
"MT",131,415,"353-3492","9/23/1957"
"SD",95,408,"406-4840","8/25/1986"
"VA",182,415,"391-7982","7/4/1974"
"LA",99,510,"379-9821","7/30/1904"
"NV",27,510,"398-7414","8/26/1994"
"AK",141,408,"338-8566","9/25/1960"
"OH",29,415,"397-3058","9/25/1975"
"NM",65,415,"389-8096","8/25/1905"
"MI",81,415,"393-6840","8/1/1919"
"MN",37,415,"360-7404","8/22/1992"
"WY",107,510,"411-5740","9/16/1956"
"WY",127,415,"412-3726","9/14/1975"
"WA",78,408,"372-7326","9/29/1940"
"NM",55,510,"338-9873","7/27/1958"
"VA",86,415,"383-4322","9/28/1960"
"RI",176,415,"401-7654","9/25/1943"
"AL",96,415,"410-5455","8/9/1995"
"WV",11,510,"419-4310","9/21/1973"
"WV",48,415,"367-2056","9/1/1936"
"NJ",127,510,"363-6695","9/25/1935"
"TN",63,415,"374-6217","8/23/1984"
"MI",79,510,"337-9569","7/8/1910"
"UT",47,408,"350-9720","9/10/1990"
"IL",89,415,"380-4080","8/22/1924"
"MI",83,510,"333-7460","7/3/1918"
"WI",126,415,"378-3722","9/18/1935"
"ND",60,510,"353-9339","8/21/1891"
"VT",122,415,"386-6535","9/7/1980"
"WA",136,408,"403-5575","8/5/1987"
"NC",172,408,"331-5962","8/31/1973"
"ME",102,510,"390-9627","8/25/1967"
"SD",113,415,"406-4560","9/8/1964"
"WV",79,415,"359-6931","8/23/1986"
"ID",55,510,"331-7342","8/27/1980"
"LA",111,415,"367-2227","8/13/1990"
"GA",160,415,"335-8836","8/4/1987"
"FL",110,415,"398-6703","8/5/1978"
"CO",192,415,"370-8379","8/22/1989"
"NV",93,408,"335-3880","8/13/1987"
"IN",101,415,"375-8761","8/27/1932"
"VA",77,510,"367-1398","9/3/1983"
"UT",105,415,"395-7857","9/6/1989"
"UT",133,408,"398-8745","8/3/1965"
"MO",131,408,"386-3717","9/1/1914"
"CT",106,510,"330-1175","9/3/1976"
"HI",118,415,"418-6752","9/22/1992"
"MD",125,408,"349-6464","8/24/1950"
"VA",95,415,"366-7331","9/26/1906"
"MT",80,415,"361-8288","8/13/1981"
"SC",145,408,"377-6635","9/18/1977"
"CO",37,408,"408-1513","9/3/1991"
"ID",87,415,"370-7546","8/20/1942"
"AL",69,415,"389-4278","8/23/1900"
"CO",83,510,"379-3012","9/14/1973"
"UT",195,415,"355-3620","8/30/1980"
"DE",67,415,"413-7743","7/8/1985"
"OH",75,510,"372-2296","8/17/1922"
"RI",123,415,"333-9728","9/8/1991"
"FL",41,415,"415-6110","7/8/1964"
"OH",75,415,"340-9803","9/6/1972"
"MD",76,415,"400-7002","8/17/1968"
"IL",86,415,"395-7435","8/3/1956"
"PA",140,408,"336-7143","8/15/1966"
"AZ",70,415,"352-2175","8/22/1961"
"NH",121,510,"346-6352","8/5/1983"
"RI",112,415,"405-7467","7/31/1972"
"HI",118,415,"379-8526","9/11/1987"
"NJ",66,415,"410-5713","9/24/1947"
"WI",78,408,"408-5916","8/17/1989"
"MD",129,415,"370-5626","8/20/1993"
"OR",6,408,"408-1331","8/17/1967"
"NV",107,510,"419-9688","9/27/1923"
"AR",107,415,"343-5219","8/8/1988"
"MT",138,415,"401-5586","9/1/1986"
"CT",103,510,"377-9178","9/2/1939"
"UT",116,415,"345-5639","9/30/1991"
"GA",189,408,"336-3488","9/14/1945"
"NV",161,415,"414-6426","8/12/1935"
"TN",1,415,"335-5591","9/29/1933"
"DE",89,408,"421-9144","9/14/1961"
"NY",64,408,"422-7728","8/18/1992"
"MT",126,415,"344-3466","7/30/1961"
"IA",129,415,"398-7978","9/9/1964"
"VT",128,510,"346-8368","9/22/1922"
"LA",81,415,"392-2722","8/12/1896"
"MT",114,510,"393-3274","8/28/1991"
"NH",50,408,"339-4636","8/8/1906"
"WV",86,415,"349-7138","8/22/1937"
"ID",96,408,"363-3295","7/6/1940"
"AZ",72,510,"407-9830","8/30/1994"
"SC",64,510,"333-8822","9/6/1985"
"WV",57,415,"419-6418","9/21/1984"
"OH",65,510,"351-8955","9/24/1993"
"MD",163,408,"338-1840","8/24/1980"
"MD",136,415,"336-6997","9/6/1960"
"MN",116,408,"408-6266","9/28/1992"
"NE",93,408,"332-4291","8/9/1990"
"MN",142,510,"355-7895","9/20/1974"
"NY",92,408,"348-2916","9/1/1946"
"HI",70,415,"339-8132","8/13/1975"
"MO",22,408,"374-1684","9/20/1987"
"NV",37,415,"362-7604","8/29/1976"
"MA",51,415,"389-3206","9/15/1986"
"NH",174,408,"336-2829","9/2/1945"
"UT",68,415,"403-8916","7/8/1989"
"FL",130,415,"384-1135","9/3/1992"
"WA",104,415,"390-2320","9/10/1981"
"CT",134,408,"398-8578","8/2/1992"
"KY",108,415,"393-9424","8/8/1988"
"NM",103,415,"417-6330","8/2/1981"
"ND",62,510,"340-6339","8/25/1972"
"NV",162,415,"380-6571","9/27/1988"
"CA",93,510,"368-6488","7/8/1978"
"ID",42,415,"363-2193","8/19/1916"
"OK",155,415,"328-1206","9/25/1989"
"IA",36,510,"385-3540","7/5/1936"
"OH",143,415,"337-7167","9/22/1953"
"NJ",197,510,"372-8405","8/15/1973"
"IA",81,510,"377-1273","8/13/1951"
"DE",138,510,"380-7816","8/22/1967"
"CA",103,415,"402-6744","8/14/1958"
"WY",127,510,"400-2181","7/3/1963"
"OR",136,510,"366-1613","8/25/1978"
"ME",99,415,"347-8205","9/3/1949"
"AR",95,415,"328-2982","9/23/1989"
"ME",118,408,"384-8723","9/30/1948"
"WV",113,415,"341-7686","8/7/1964"
"PA",128,408,"353-6038","8/7/1969"
"HI",117,408,"416-8827","9/3/1977"
"MT",48,415,"418-8450","9/25/1992"
"DC",81,510,"385-7861","8/11/1994"
"AR",57,510,"393-3507","9/11/1949"
"MS",140,408,"372-5262","8/7/1951"
"OH",107,510,"411-3095","9/10/1975"
"MO",56,415,"331-5919","8/20/1948"
"TX",159,415,"402-1556","7/9/1964"
"MD",102,415,"349-7362","8/23/1921"
"CT",107,408,"339-2734","8/20/1963"
"SC",106,408,"330-4914","9/9/1937"
"MI",225,415,"371-2500","9/26/1987"
"SD",75,408,"335-3681","9/13/1974"
"CO",86,415,"405-1132","7/28/1948"
"ID",169,415,"399-9239","9/13/1984"
"AZ",122,510,"350-7227","7/3/1980"
"FL",106,408,"384-6654","7/6/1967"
"MN",52,415,"376-4271","7/6/1991"
"DE",79,415,"391-8124","7/5/1892"
"MI",135,415,"393-2524","9/17/1985"
"MS",70,408,"384-4385","9/21/1991"
"MA",80,408,"377-8266","9/3/1933"
"CA",37,415,"345-1243","8/16/1920"
"MN",161,415,"394-8086","8/20/1977"
"VT",137,510,"348-9145","8/31/1977"
"CT",123,415,"376-5201","8/1/1983"
"WV",80,415,"356-2093","9/8/1976"
"WV",94,415,"353-2080","8/15/1964"
"NE",105,415,"397-7500","8/7/1976"
"NC",73,415,"414-5786","8/13/1988"
"NE",112,415,"388-4282","9/8/1952"
"IL",179,408,"415-5132","9/9/1903"
"MA",57,510,"352-4541","9/28/1942"
"AZ",127,415,"373-5928","9/23/1992"
"SD",122,415,"406-7737","8/15/1917"
"MT",33,510,"332-7607","8/29/1972"
"VT",94,408,"359-7788","8/5/1987"
"UT",100,408,"384-1549","7/9/1925"
"HI",106,415,"352-8508","8/10/1995"
"DC",148,415,"404-1002","8/20/1944"
"WI",120,415,"414-2905","8/6/1981"
"UT",91,415,"380-9849","9/30/1918"
"WA",86,510,"387-6498","8/7/1892"
"SD",78,415,"360-6024","9/23/1989"
"MT",94,510,"352-5815","8/2/1951"
"NJ",85,415,"366-2273","9/11/1924"
"CT",89,415,"414-9119","9/2/1963"
"VA",128,415,"409-8796","9/4/1990"
"NC",115,415,"337-2442","9/29/1968"
"AK",76,415,"404-1931","9/14/1973"
"MD",75,415,"367-9765","8/19/1988"
"IL",90,415,"378-7299","8/27/1948"
"CT",30,408,"410-5192","9/15/1898"
"KS",105,415,"405-1108","8/5/1991"
"MA",102,415,"392-1734","9/5/1951"
"NJ",83,415,"395-6030","8/20/1938"
"AR",63,510,"330-5168","8/6/1989"
"MS",155,408,"334-3142","8/24/1967"
"ND",82,415,"362-9983","8/21/1945"
"IN",87,510,"414-2606","9/4/1987"
"MI",115,415,"402-4501","7/6/1994"
"AR",99,510,"387-2604","9/25/1984"
"VT",121,415,"400-3343","7/7/1942"
"WV",54,510,"353-2450","9/21/1989"
"ME",105,408,"406-2032","7/8/1965"
"IA",73,415,"409-4462","9/25/1975"
"CT",95,415,"392-5941","7/31/1961"
"NM",21,415,"334-9182","8/12/1985"
"OR",163,408,"346-3445","9/18/1993"
"VT",57,415,"368-9507","8/11/1947"
"RI",104,408,"382-3966","9/26/1983"
"RI",83,415,"334-5844","8/21/1979"
"NM",141,415,"362-9411","9/16/1971"
"AL",95,415,"390-3565","9/12/1979"
"MT",184,415,"417-4810","8/28/1993"
"CT",74,408,"384-3389","8/3/1972"
"TN",67,415,"414-9717","8/3/1993"
"ID",104,415,"357-1700","9/22/1990"
"TX",71,415,"376-7207","9/7/1949"
"NH",149,415,"368-7706","9/29/1994"
"ND",154,408,"346-4216","8/10/1974"
"SC",138,510,"370-9533","9/30/1986"
"KS",117,415,"372-1493","9/28/1982"
"ME",130,408,"387-6031","8/15/1986"
"RI",73,415,"366-6248","8/29/1934"
"WI",100,510,"369-3756","8/27/1939"
"NC",149,510,"363-1719","7/31/1969"
"OH",29,408,"402-6666","9/12/1987"
"WY",131,510,"408-9779","9/9/1936"
"NJ",153,510,"407-2441","8/4/1968"
"ND",84,510,"384-5027","7/27/1959"
"WI",133,510,"380-3161","7/9/1899"
"KY",112,415,"360-8135","9/10/1986"
"NY",87,415,"399-5426","8/14/1975"
"MO",72,415,"385-2564","9/17/1970"
"AZ",66,510,"337-8618","9/19/1968"
"MN",65,510,"354-8491","9/16/1952"
"CO",74,415,"394-6278","9/21/1988"
"MD",116,408,"405-2276","8/3/1933"
"AR",68,510,"376-1000","9/25/1921"
"TN",68,415,"397-1659","7/4/1974"
"DE",54,415,"379-3953","8/9/1962"
"TN",99,408,"418-6512","8/5/1930"
"WI",107,408,"392-5296","8/22/1987"
"WV",124,510,"355-3814","8/27/1917"
"CT",95,415,"375-2098","9/10/1897"
"MN",173,510,"372-7990","9/28/1902"
"MO",110,408,"356-4558","9/4/1980"
"VA",102,510,"398-5788","7/3/1901"
"NH",130,408,"390-4003","7/27/1994"
"OK",91,408,"332-8103","9/25/1991"
"CT",64,415,"406-9926","9/23/1918"
"TN",176,415,"418-2402","8/13/1981"
"MD",93,510,"384-3299","7/7/1959"
"WI",84,510,"378-9090","9/24/1977"
"SD",138,510,"350-6473","8/1/1920"
"ND",101,415,"379-4583","7/8/1921"
"VA",136,408,"411-5078","8/25/1924"
"UT",111,510,"347-4982","9/1/1987"
"MA",132,408,"341-9274","7/8/1944"
"SD",128,415,"353-7461","8/19/1923"
"AL",92,408,"371-7366","8/12/1966"
"AL",197,415,"395-7923","8/29/1965"
"WV",191,408,"351-8398","8/10/1900"
"SC",99,415,"329-2204","8/19/1934"
"FL",106,415,"407-7507","9/3/1979"
"KY",88,415,"405-8075","9/28/1967"
"UT",78,415,"390-9698","9/30/1994"
"NY",98,408,"403-4917","9/15/1895"
"MS",17,408,"391-6709","9/21/1949"
"NH",56,415,"389-5988","8/24/1952"
"VA",84,415,"372-1534","9/25/1984"
"VT",95,510,"395-6369","8/23/1901"
"WY",16,415,"400-3197","8/5/1992"
"NV",76,510,"377-4169","8/10/1982"
"WV",93,415,"384-5343","8/31/1952"
"WA",83,408,"338-4472","8/26/1986"
"KS",123,415,"332-2126","9/30/1914"
"VT",64,408,"349-2157","9/5/1991"
"OK",82,510,"393-4823","8/14/1975"
"GA",107,510,"385-2683","8/18/1911"
"CO",110,510,"345-8350","7/8/1970"
"AK",96,408,"334-4506","9/16/1961"
"TN",47,415,"332-3544","7/29/1962"
"KY",115,510,"380-5102","9/12/1893"
"PA",69,415,"395-6149","9/9/1989"
"CT",163,408,"398-8122","9/8/1981"
"CT",90,415,"334-4438","9/22/1985"
"MN",98,415,"384-7459","8/10/1974"
"WY",90,408,"368-3931","8/9/1992"
"PA",174,415,"353-1352","9/11/1944"
"OR",95,415,"348-5725","8/5/1987"
"PA",79,415,"365-2008","8/8/1900"
"OK",123,415,"393-3635","7/8/1991"
"VT",99,415,"380-8727","8/8/1964"
"ID",114,415,"381-2376","9/12/1934"
"PA",141,510,"365-8114","7/28/1989"
"NM",132,408,"415-5008","8/9/1956"
"FL",133,510,"392-8318","8/4/1979"
"TX",133,408,"401-4007","7/3/1954"
"VT",93,510,"338-7709","8/25/1988"
"MA",34,415,"374-1981","8/11/1995"
"OR",140,415,"333-5101","7/30/1952"
"DE",96,415,"345-3734","8/14/1960"
"FL",144,510,"384-5004","8/30/1972"
"ID",24,408,"341-9396","7/3/1939"
"MD",54,415,"408-6302","8/24/1963"
"WV",50,408,"348-7193","7/27/1983"
"ID",92,415,"417-4063","8/19/1963"
"NV",96,408,"375-6911","8/27/1927"
"OH",146,415,"358-3604","7/3/1985"
"ID",138,415,"339-7485","9/8/1987"
"SC",102,408,"368-3078","8/24/1950"
"MO",76,510,"418-7055","8/5/1994"
"NE",99,415,"386-9981","8/12/1929"
"NC",83,510,"366-2541","8/14/1963"
"ME",36,510,"335-3110","7/7/1940"
"MI",70,510,"400-7809","8/1/1986"
"AZ",109,415,"404-3106","8/3/1951"
"AZ",100,415,"333-2337","9/27/1987"
"HI",104,408,"353-6482","8/21/1981"
"NJ",106,415,"397-8162","9/30/1988"
"MS",84,510,"380-6722","8/25/1974"
"MA",80,510,"329-2918","7/28/1994"
"SC",100,510,"348-8022","9/29/1992"
"MN",99,408,"388-4459","8/15/1935"
"WV",50,510,"358-3114","9/5/1980"
"MS",105,415,"343-9654","8/20/1935"
"VA",113,415,"401-9909","9/22/1951"
"MS",111,415,"404-9978","9/25/1959"
"NM",161,408,"397-8011","8/19/1993"
"TX",70,415,"341-8719","8/30/1942"
"HI",97,415,"408-1242","9/13/1896"
"WA",130,510,"406-7726","9/24/1992"
"WI",92,415,"351-2773","7/8/1972"
"CO",119,408,"368-6174","8/30/1964"
"NV",115,415,"334-5029","9/21/1922"
"RI",134,415,"413-1789","8/26/1991"
"VA",127,408,"414-1246","8/22/1897"
"NJ",80,415,"330-4978","7/31/1975"
"ND",153,415,"386-1631","9/26/1936"
"MN",85,415,"363-1208","7/28/1979"
"HI",79,415,"334-5263","8/18/1962"
"ND",35,415,"361-4137","9/12/1987"
"WI",120,408,"374-8187","9/27/1989"
"MN",68,510,"370-1525","9/13/1954"
"DC",60,408,"355-3801","9/26/1921"
"KS",120,510,"392-5605","8/10/1988"
"MT",71,510,"363-1366","8/26/1979"
"WV",124,415,"358-5274","8/27/1965"
"ME",23,510,"376-9607","9/24/1929"
"WY",225,415,"374-1213","7/31/1971"
"NY",181,415,"421-8537","8/4/1993"
"VT",63,415,"351-5576","7/31/1918"
"NC",54,415,"407-7258","9/11/1986"
"MO",80,408,"405-4420","9/15/1956"
"NC",118,408,"340-2855","9/1/1973"
"NJ",42,408,"342-8002","8/1/1979"
"OH",134,408,"355-6826","9/27/1960"
"TX",66,415,"402-3886","9/6/1982"
"WA",66,415,"336-5900","9/4/1990"
"TN",127,415,"339-7684","8/26/1962"
"HI",146,510,"390-2433","8/23/1968"
"WY",93,408,"360-7246","7/31/1991"
"CT",77,415,"335-6508","8/19/1980"
"NM",111,415,"348-6720","7/8/1952"
"NJ",125,415,"406-6400","9/21/1984"
"AL",115,510,"390-7370","8/15/1989"
"MN",115,510,"390-5055","8/1/1983"
"NC",114,408,"405-7542","8/30/1957"
"OH",106,415,"364-4927","9/15/1989"
"ND",118,415,"329-3458","9/12/1973"
"CO",59,510,"331-3842","9/8/1917"
"ND",87,415,"343-4147","8/21/1982"
"NY",21,415,"335-2274","9/10/1948"
"WI",142,408,"343-3227","7/28/1893"
"WY",62,415,"336-6907","9/4/1995"
"OR",149,415,"331-1391","9/15/1978"
"CO",54,510,"360-1643","9/24/1981"
"LA",112,510,"410-2518","9/4/1985"
"AL",68,510,"344-4970","8/29/1990"
"TX",201,415,"408-1486","7/5/1983"
"PA",88,510,"396-1648","9/4/1974"
"IL",85,415,"391-2022","9/25/1989"
"DE",51,415,"420-6465","7/8/1969"
"MO",45,510,"398-2628","8/17/1981"
"AR",116,510,"409-5519","8/15/1959"
"OH",146,408,"391-8554","7/6/1902"
"WI",63,510,"395-1693","9/20/1959"
"GA",133,510,"393-3194","9/2/1976"
"KY",125,408,"328-3402","9/17/1898"
"OH",72,510,"411-4781","9/10/1966"
"TN",130,408,"401-2581","8/22/1986"
"SD",97,415,"385-1214","8/1/1985"
"NY",54,415,"348-6853","9/21/1977"
"GA",160,415,"341-8412","8/22/1984"
"TX",79,415,"330-8142","9/27/1968"
"WV",92,415,"361-1404","8/6/1983"
"MI",59,415,"375-9671","8/27/1893"
"ND",132,510,"372-1824","8/9/1962"
"NE",21,510,"408-3606","9/25/1988"
"SD",93,415,"333-3595","9/22/1986"
"NJ",147,415,"379-7009","9/18/1941"
"AK",101,510,"411-4940","9/9/1960"
"CT",125,415,"409-7523","7/31/1991"
"CO",63,415,"408-6725","9/21/1920"
"MD",107,415,"350-2384","7/3/1978"
"ND",110,408,"348-1706","9/19/1917"
"NH",83,415,"415-6145","7/5/1983"
"MN",117,408,"373-3731","8/8/1995"
"KY",124,415,"341-3349","8/4/1988"
"NH",115,510,"399-8859","8/6/1995"
"CO",156,408,"377-4518","9/12/1941"
"KY",89,408,"341-1594","8/24/1922"
"KY",72,415,"418-8770","9/15/1967"
"IN",101,415,"332-9118","9/15/1948"
"OR",53,415,"386-1418","9/14/1941"
"SD",116,408,"393-3535","8/11/1917"
"DE",78,408,"328-9006","8/20/1993"
"OR",117,415,"402-2482","9/22/1945"
"NE",56,510,"408-4865","8/2/1990"
"OH",123,408,"396-6247","9/19/1991"
"OH",127,408,"396-9462","9/28/1928"
"AR",116,415,"396-9279","9/13/1923"
"KS",138,510,"363-8715","7/5/1993"
"TX",120,415,"356-1358","7/7/1924"
"WI",102,408,"360-7839","9/6/1985"
"OR",95,415,"364-8774","9/22/1937"
"VA",102,408,"348-5038","8/22/1983"
"AR",89,415,"365-4728","8/14/1920"
"CT",50,408,"351-9037","8/20/1983"
"OH",93,415,"397-9184","8/15/1992"
"WY",68,510,"398-4538","8/17/1976"
"IL",70,408,"382-6827","8/14/1971"
"MO",138,415,"408-1340","9/8/1944"
"DC",141,415,"333-9511","9/28/1915"
"MA",112,415,"358-7379","9/22/1903"
"NH",117,510,"397-1766","9/3/1892"
"IA",1,408,"331-2144","8/25/1991"
"AL",70,415,"345-7014","9/18/1971"
"OR",87,510,"395-1898","7/7/1953"
"WV",52,510,"373-8920","9/23/1991"
"WA",97,408,"373-8908","8/14/1964"
"NV",105,408,"415-1203","8/25/1994"
"SC",77,510,"369-7017","7/5/1944"
"NC",80,415,"420-8435","8/28/1950"
"NH",120,510,"395-2579","9/22/1916"
"WY",54,408,"405-7850","8/4/1986"
"FL",148,510,"394-7710","8/22/1993"
"PA",119,408,"342-4122","8/2/1993"
"NC",162,408,"340-1876","8/28/1963"
"MO",85,510,"383-6095","9/24/1992"
"KS",101,510,"413-1061","8/16/1985"
"KY",172,415,"343-5347","8/15/1916"
"DE",80,415,"376-4861","9/4/1931"
"WI",67,510,"417-2265","8/15/1972"
"CO",86,408,"419-7415","9/16/1967"
"NM",107,415,"407-2259","8/21/1970"
"DE",133,510,"333-2906","9/16/1983"
"IL",116,510,"360-7477","8/30/1989"
"WA",63,408,"342-5243","8/9/1992"
"MA",119,408,"417-3999","8/11/1916"
"OH",133,408,"379-1720","8/3/1990"
"TN",94,408,"368-3117","8/16/1979"
"MA",69,510,"352-5000","8/18/1954"
"MI",146,408,"405-7676","7/26/1994"
"TX",119,510,"361-2349","9/24/1993"
"NH",142,408,"383-2901","7/8/1979"
"MD",123,408,"369-7049","8/30/1974"
"MS",101,408,"387-5533","9/10/1991"
"AZ",43,415,"362-3660","9/7/1989"
"IN",69,408,"357-3577","8/14/1975"
"NY",15,510,"394-3312","9/30/1951"
"WI",107,510,"395-8330","8/26/1987"
"WV",67,510,"373-8895","9/8/1990"
"NY",99,415,"386-4581","9/13/1964"
"OK",46,415,"354-8191","7/29/1992"
"NC",55,408,"359-7562","9/28/1927"
"KY",39,415,"359-4336","9/6/1972"
"TX",92,510,"336-9901","7/7/1972"
"CT",56,415,"406-3069","7/5/1977"
"NE",76,415,"334-6519","7/8/1909"
"HI",132,408,"361-8113","8/18/1973"
"SC",140,510,"347-9769","8/22/1965"
"AK",51,510,"352-9130","9/21/1989"
"SD",27,408,"378-4557","8/5/1900"
"ID",224,510,"360-8919","9/27/1987"
"OK",105,510,"405-4109","9/18/1898"
"WA",117,408,"381-2498","9/24/1980"
"SD",91,415,"357-5696","8/13/1987"
"OH",135,415,"412-2947","8/10/1968"
"VA",146,415,"363-3571","9/22/1935"
"WI",147,415,"405-5403","8/9/1962"
"IN",68,510,"330-9354","8/15/1961"
"NM",68,408,"396-7091","8/20/1982"
"HI",86,408,"398-3004","9/28/1971"
"KY",131,415,"400-4020","8/27/1988"
"OH",86,415,"356-3448","9/13/1899"
"VT",159,415,"335-2019","8/15/1899"
